# 
# Duration (in s): 60
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 80.3
# Calibrator used: YES
# Weather: very clear
# Units: tenth microWatt
# Comments: sky dip 80
1.582316138022156000e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316138113970041e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316138213244915e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316138313201904e+09 5.591000000000000414e-01 0.000000000000000000e+00
1.582316138411998034e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316138526098013e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316138626277924e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316138725042105e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316138824959040e+09 5.588999999999999524e-01 0.000000000000000000e+00
1.582316138919333935e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316139019088030e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316139118765116e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316139219723940e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316139335022926e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316139434746981e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316139533951998e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316139634239912e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316139734011889e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316139833699942e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316139933573961e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316140033108950e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316140146914005e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316140245145082e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316140342297077e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316140443408966e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316140545003891e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316140644838095e+09 5.588999999999999524e-01 0.000000000000000000e+00
1.582316140743977070e+09 5.584999999999999964e-01 0.000000000000000000e+00
1.582316140843943119e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316140942877054e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316141056951046e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316141156905890e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316141255768061e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316141353385925e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316141454811096e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316141550936937e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316141653867006e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316141753771067e+09 5.584999999999999964e-01 0.000000000000000000e+00
1.582316141852716923e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316141947737932e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316142061805964e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316142161577940e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316142261282921e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316142360966921e+09 5.588999999999999524e-01 0.000000000000000000e+00
1.582316142460618019e+09 5.587999999999999634e-01 0.000000000000000000e+00
1.582316142560502052e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316142660370111e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316142762206078e+09 5.586999999999999744e-01 0.000000000000000000e+00
1.582316142876528978e+09 5.585999999999999854e-01 0.000000000000000000e+00
1.582316142976296902e+09 5.585999999999999854e-01 0.000000000000000000e+00
