# 
# Duration (in s): 60
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 50.20
# Calibrator used: YES
# Weather: very clear
# Units: tenth microWatt
# Comments: sky dip 50
1.582317497361332893e+09 5.677999999999999714e-01 0.000000000000000000e+00
1.582317497460653067e+09 5.677999999999999714e-01 0.000000000000000000e+00
1.582317497545907021e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317497645889997e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317497743419886e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317497844692945e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317497943753958e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317498043581009e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317498155013084e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317498253124952e+09 5.671000000000000485e-01 0.000000000000000000e+00
1.582317498352827072e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317498455672979e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317498555721045e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317498652158976e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317498751945019e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317498851710081e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317498967906952e+09 5.672000000000000375e-01 0.000000000000000000e+00
1.582317499067554951e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317499166637897e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317499266730070e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317499364607096e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317499465576887e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317499564487934e+09 5.672000000000000375e-01 0.000000000000000000e+00
1.582317499664453983e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317499773612022e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317499877409935e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317499977272034e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317500072961092e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317500176546097e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317500270437956e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317500375452995e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317500471935987e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317500569286108e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317500674453020e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317500782929897e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317500882474899e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317500986269951e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317501086682081e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317501181090117e+09 5.676999999999999824e-01 0.000000000000000000e+00
1.582317501281292915e+09 5.677999999999999714e-01 0.000000000000000000e+00
1.582317501380767107e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317501484402895e+09 5.669999999999999485e-01 0.000000000000000000e+00
1.582317501595114946e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317501694829941e+09 5.672000000000000375e-01 0.000000000000000000e+00
1.582317501794698954e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317501894473076e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317501994218111e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317502093542099e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317502193658113e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317502293479919e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317502393275023e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317502505381107e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317502607419968e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317502707257986e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317502807271957e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317502901916027e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317503005582094e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317503105228901e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317503205323935e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317503304253101e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317503418315887e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317503518290043e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317503617208004e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317503714831114e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317503815716982e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317503916235924e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317504015141010e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317504115083933e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317504213943958e+09 5.672000000000000375e-01 0.000000000000000000e+00
1.582317504309917927e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317504427860975e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317504527184963e+09 5.676999999999999824e-01 0.000000000000000000e+00
1.582317504627031088e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317504726032972e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317504820738077e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317504920445919e+09 5.672000000000000375e-01 0.000000000000000000e+00
1.582317505020332098e+09 5.674000000000000155e-01 0.000000000000000000e+00
1.582317505122991085e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317505234522104e+09 5.675999999999999934e-01 0.000000000000000000e+00
1.582317505336232901e+09 5.675000000000000044e-01 0.000000000000000000e+00
1.582317505435993910e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317505535618067e+09 5.673000000000000265e-01 0.000000000000000000e+00
1.582317505635396957e+09 5.672000000000000375e-01 0.000000000000000000e+00
