# 
# Duration (in s): 60
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 84.8
# Calibrator used: YES
# Weather: very clear
# Units: tenth microWatt
# Comments: sky dip 85
1.582315822997220039e+09 5.245999999999999552e-01 0.000000000000000000e+00
1.582315823113786936e+09 5.250000000000000222e-01 0.000000000000000000e+00
1.582315823212706089e+09 5.252000000000000002e-01 0.000000000000000000e+00
1.582315823312657118e+09 5.262000000000000011e-01 0.000000000000000000e+00
1.582315823406908989e+09 5.256999999999999451e-01 0.000000000000000000e+00
1.582315823506762981e+09 5.249000000000000332e-01 0.000000000000000000e+00
1.582315823621242046e+09 5.251000000000000112e-01 0.000000000000000000e+00
1.582315823722765923e+09 5.250000000000000222e-01 0.000000000000000000e+00
1.582315823820585012e+09 5.258000000000000451e-01 0.000000000000000000e+00
1.582315823922282934e+09 5.270000000000000240e-01 0.000000000000000000e+00
1.582315824022031069e+09 5.265999999999999570e-01 0.000000000000000000e+00
1.582315824121840954e+09 5.264999999999999680e-01 0.000000000000000000e+00
1.582315824221605062e+09 5.275999999999999579e-01 0.000000000000000000e+00
1.582315824321374893e+09 5.253999999999999782e-01 0.000000000000000000e+00
1.582315824416991949e+09 5.260000000000000231e-01 0.000000000000000000e+00
1.582315824520608902e+09 5.264999999999999680e-01 0.000000000000000000e+00
1.582315824634654045e+09 5.260000000000000231e-01 0.000000000000000000e+00
1.582315824734659910e+09 5.266999999999999460e-01 0.000000000000000000e+00
1.582315824833642960e+09 5.292999999999999927e-01 0.000000000000000000e+00
1.582315824933537006e+09 5.282999999999999918e-01 0.000000000000000000e+00
1.582315825033407927e+09 5.292000000000000037e-01 0.000000000000000000e+00
1.582315825132531881e+09 5.290000000000000258e-01 0.000000000000000000e+00
1.582315825231520891e+09 5.270000000000000240e-01 0.000000000000000000e+00
1.582315825331440926e+09 5.285999999999999588e-01 0.000000000000000000e+00
1.582315825445417881e+09 5.290000000000000258e-01 0.000000000000000000e+00
1.582315825544512987e+09 5.276999999999999469e-01 0.000000000000000000e+00
1.582315825644552946e+09 5.271000000000000130e-01 0.000000000000000000e+00
1.582315825743453026e+09 5.280000000000000249e-01 0.000000000000000000e+00
1.582315825840763092e+09 5.278000000000000469e-01 0.000000000000000000e+00
1.582315825943531036e+09 5.272999999999999909e-01 0.000000000000000000e+00
1.582315826042464972e+09 5.273999999999999799e-01 0.000000000000000000e+00
1.582315826137670994e+09 5.270000000000000240e-01 0.000000000000000000e+00
