# 
# Duration (in s): 60
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 89.20
# Calibrator used: YES
# Weather: very clear
# Units: tenth microWatt
# Comments: sky dip 90
1.582315684511297941e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315684637765884e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315684737663984e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315684836908102e+09 5.495999999999999774e-01 0.000000000000000000e+00
1.582315684936779976e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315685032346010e+09 5.494999999999999885e-01 0.000000000000000000e+00
1.582315685131019115e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315685233990908e+09 5.499000000000000554e-01 0.000000000000000000e+00
1.582315685334671974e+09 5.495999999999999774e-01 0.000000000000000000e+00
1.582315685448791027e+09 5.495999999999999774e-01 0.000000000000000000e+00
1.582315685545490026e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315685647666931e+09 5.495999999999999774e-01 0.000000000000000000e+00
1.582315685745182991e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315685846723080e+09 5.497999999999999554e-01 0.000000000000000000e+00
1.582315685941318035e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315686045695066e+09 5.495999999999999774e-01 0.000000000000000000e+00
1.582315686159596920e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315686258018017e+09 5.495999999999999774e-01 0.000000000000000000e+00
1.582315686358869076e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315686457199097e+09 5.495999999999999774e-01 0.000000000000000000e+00
1.582315686557425976e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315686652422905e+09 5.496999999999999664e-01 0.000000000000000000e+00
1.582315686751529932e+09 5.497999999999999554e-01 0.000000000000000000e+00
1.582315686851648092e+09 5.494999999999999885e-01 0.000000000000000000e+00
1.582315686965344906e+09 5.494999999999999885e-01 0.000000000000000000e+00
1.582315687066220045e+09 5.493999999999999995e-01 0.000000000000000000e+00
