# 
# Duration (in s): 60
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 39.95
# Calibrator used: YES
# Weather: very clear
# Units: tenth microWatt
# Comments: sky dip 40
1.582317985894802094e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317985983329058e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317986083501101e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317986182467937e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317986281596899e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317986381546974e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317986481453896e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317986580411911e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317986694550037e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317986793448925e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317986893091917e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317986992409945e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317987089241982e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317987191255093e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317987291531086e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317987390398026e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317987500271082e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317987600033998e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317987699770927e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317987799523115e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317987898087025e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317987999059916e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317988101268053e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317988198590994e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317988314196110e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317988413278103e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317988513379097e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317988612283945e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317988710160017e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317988811178923e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317988911122084e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317989010199070e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317989124298096e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317989223143101e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317989323213100e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317989421909094e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317989522243977e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317989620929956e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317989720890999e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317989820364952e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317989920073986e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317990033088923e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317990128371000e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317990230993032e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317990330291986e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317990426522970e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317990526406050e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317990626171112e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317990725750923e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317990825542927e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317990942060947e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317991036952972e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317991141499043e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317991241101980e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317991340979099e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317991440074921e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317991537725925e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317991639029026e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317991752943993e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317991848330021e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317991951973915e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317992051012993e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317992150937080e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317992249928951e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317992348992109e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317992444854021e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317992562896013e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317992661777020e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317992756827116e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317992856273890e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317992960994005e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317993059149027e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317993159691095e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317993257985115e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317993358875990e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317993469368935e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317993571625948e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317993668665886e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317993768556118e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317993868279934e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317993968154907e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317994067915916e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317994167645931e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317994281717062e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317994381620884e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317994481797934e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317994575802088e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317994680655003e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317994779784918e+09 5.754000000000000226e-01 0.000000000000000000e+00
1.582317994879555941e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317994978641033e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317995077651024e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317995177620888e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317995291711092e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317995390588999e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317995489350080e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317995589602947e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317995689579010e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317995788619995e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317995887686968e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317995987173080e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317996081553936e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317996196176052e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317996295901060e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317996395109892e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317996495088100e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317996595206976e+09 5.754000000000000226e-01 0.000000000000000000e+00
1.582317996694935083e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317996794713020e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317996894495964e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317997010535955e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317997110338926e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317997207005978e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317997309499025e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317997408406973e+09 5.758999999999999675e-01 0.000000000000000000e+00
1.582317997507472038e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317997607608080e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317997721663952e+09 5.757999999999999785e-01 0.000000000000000000e+00
1.582317997820439100e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317997920208931e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317998019398928e+09 5.755000000000000115e-01 0.000000000000000000e+00
1.582317998115962982e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317998218312025e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317998318425894e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317998417414904e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317998517353058e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317998616193056e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317998725224018e+09 5.756999999999999895e-01 0.000000000000000000e+00
1.582317998829305887e+09 5.756000000000000005e-01 0.000000000000000000e+00
1.582317998929183006e+09 5.755000000000000115e-01 0.000000000000000000e+00
