# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 59.85
# Calibrator used: YES
# Weather: very clear
# Units: microWatt
# Comments: pointing at sky (tenth microwatt) 
1.581709357538496971e+09 -5.818999999999999728e-01 2.721200000000000045e+02
1.581709357639883995e+09 -5.809999999999999609e-01 2.721200000000000045e+02
1.581709357739689112e+09 -5.816000000000000059e-01 2.721200000000000045e+02
1.581709357842715025e+09 -5.814000000000000279e-01 2.721200000000000045e+02
1.581709357939286947e+09 -5.818999999999999728e-01 2.721200000000000045e+02
1.581709358042294979e+09 -5.815000000000000169e-01 2.721200000000000045e+02
1.581709358155450106e+09 -5.818999999999999728e-01 2.721200000000000045e+02
1.581709358256309032e+09 -5.819999999999999618e-01 2.721200000000000045e+02
1.581709358355396032e+09 -5.820999999999999508e-01 2.721200000000000045e+02
1.581709358454741955e+09 -5.825000000000000178e-01 2.721200000000000045e+02
1.581709358554292917e+09 -5.826000000000000068e-01 2.721200000000000045e+02
1.581709358654278994e+09 -5.828999999999999737e-01 2.721200000000000045e+02
1.581709358754033089e+09 -5.828999999999999737e-01 2.721200000000000045e+02
1.581709358853297949e+09 -5.826999999999999957e-01 2.721299999999999955e+02
1.581709358953180075e+09 -5.826999999999999957e-01 2.721299999999999955e+02
1.581709359067209959e+09 -5.823000000000000398e-01 2.721299999999999955e+02
1.581709359166193962e+09 -5.832000000000000517e-01 2.721299999999999955e+02
1.581709359266200066e+09 -5.829999999999999627e-01 2.721299999999999955e+02
1.581709359365219116e+09 -5.829999999999999627e-01 2.721299999999999955e+02
1.581709359465261936e+09 -5.830999999999999517e-01 2.721299999999999955e+02
1.581709359565076113e+09 -5.830999999999999517e-01 2.721299999999999955e+02
1.581709359664252996e+09 -5.834000000000000297e-01 2.721299999999999955e+02
1.581709359764331102e+09 -5.815000000000000169e-01 2.721299999999999955e+02
1.581709359863044977e+09 -5.806000000000000050e-01 2.721299999999999955e+02
1.581709359962992907e+09 -5.816999999999999948e-01 2.721299999999999955e+02
