# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 69.65
# Calibrator used: YES
# Weather: very clear
# Units: microWatt
# Comments: pointing at sky (tenth of microwatt)
1.581709105342470884e+09 -6.026000000000000245e-01 2.725400000000000205e+02
1.581709105445518017e+09 -6.026000000000000245e-01 2.725400000000000205e+02
1.581709105545263052e+09 -6.025000000000000355e-01 2.725299999999999727e+02
1.581709105645181894e+09 -6.028000000000000025e-01 2.725299999999999727e+02
1.581709105744158030e+09 -6.024000000000000465e-01 2.725299999999999727e+02
1.581709105854430914e+09 -6.027000000000000135e-01 2.725299999999999727e+02
1.581709105953737020e+09 -6.026000000000000245e-01 2.725400000000000205e+02
1.581709106053956985e+09 -6.026000000000000245e-01 2.725400000000000205e+02
1.581709106153697968e+09 -6.025000000000000355e-01 2.725400000000000205e+02
1.581709106253473043e+09 -6.027000000000000135e-01 2.725400000000000205e+02
1.581709106353307009e+09 -6.022999999999999465e-01 2.725400000000000205e+02
1.581709106453010082e+09 -6.024000000000000465e-01 2.725400000000000205e+02
1.581709106552766085e+09 -6.021999999999999575e-01 2.725400000000000205e+02
1.581709106669147015e+09 -6.021999999999999575e-01 2.725500000000000114e+02
1.581709106769139051e+09 -6.022999999999999465e-01 2.725500000000000114e+02
1.581709106868156910e+09 -6.025000000000000355e-01 2.725500000000000114e+02
1.581709106968111992e+09 -6.025000000000000355e-01 2.725500000000000114e+02
1.581709107062962055e+09 -6.025000000000000355e-01 2.725500000000000114e+02
1.581709107167231083e+09 -6.024000000000000465e-01 2.725500000000000114e+02
1.581709107266395092e+09 -6.025000000000000355e-01 2.725500000000000114e+02
1.581709107367306948e+09 -6.022999999999999465e-01 2.725400000000000205e+02
1.581709107466051102e+09 -6.022999999999999465e-01 2.725400000000000205e+02
1.581709107580035925e+09 -6.024000000000000465e-01 2.725400000000000205e+02
1.581709107679023981e+09 -6.024000000000000465e-01 2.725500000000000114e+02
1.581709107779081106e+09 -6.025000000000000355e-01 2.725500000000000114e+02
1.581709107878940105e+09 -6.022999999999999465e-01 2.725500000000000114e+02
1.581709107978148937e+09 -6.024000000000000465e-01 2.725500000000000114e+02
1.581709108077990055e+09 -6.022999999999999465e-01 2.725500000000000114e+02
1.581709108177983046e+09 -6.022999999999999465e-01 2.725500000000000114e+02
1.581709108276978970e+09 -6.024000000000000465e-01 2.725500000000000114e+02
1.581709108377029896e+09 -6.026000000000000245e-01 2.725600000000000023e+02
1.581709108475996971e+09 -6.025000000000000355e-01 2.725500000000000114e+02
1.581709108589956999e+09 -6.019999999999999796e-01 2.725500000000000114e+02
1.581709108689927101e+09 -6.019999999999999796e-01 2.725500000000000114e+02
1.581709108788957119e+09 -6.020999999999999686e-01 2.725500000000000114e+02
1.581709108888849020e+09 -6.019999999999999796e-01 2.725500000000000114e+02
1.581709108986071110e+09 -6.021999999999999575e-01 2.725500000000000114e+02
1.581709109086437941e+09 -6.019999999999999796e-01 2.725500000000000114e+02
1.581709109182888031e+09 -6.020999999999999686e-01 2.725600000000000023e+02
1.581709109282455921e+09 -6.021999999999999575e-01 2.725600000000000023e+02
1.581709109381649971e+09 -6.019999999999999796e-01 2.725500000000000114e+02
1.581709109498933077e+09 -6.028000000000000025e-01 2.725600000000000023e+02
1.581709109597668886e+09 -6.020999999999999686e-01 2.725600000000000023e+02
1.581709109696788073e+09 -6.021999999999999575e-01 2.725600000000000023e+02
1.581709109795059919e+09 -6.020999999999999686e-01 2.725600000000000023e+02
1.581709109894856930e+09 -6.020999999999999686e-01 2.725600000000000023e+02
1.581709109994571924e+09 -6.020999999999999686e-01 2.725600000000000023e+02
1.581709110094352007e+09 -6.022999999999999465e-01 2.725600000000000023e+02
1.581709110195838928e+09 -6.020999999999999686e-01 2.725600000000000023e+02
1.581709110293886900e+09 -6.022999999999999465e-01 2.725600000000000023e+02
1.581709110410271883e+09 -6.024000000000000465e-01 2.725600000000000023e+02
1.581709110510035038e+09 -6.025000000000000355e-01 2.725600000000000023e+02
1.581709110609797955e+09 -6.025000000000000355e-01 2.725600000000000023e+02
1.581709110706238985e+09 -6.026000000000000245e-01 2.725600000000000023e+02
1.581709110809346914e+09 -6.022999999999999465e-01 2.725699999999999932e+02
1.581709110908741951e+09 -6.024000000000000465e-01 2.725699999999999932e+02
1.581709111008785963e+09 -6.024000000000000465e-01 2.725699999999999932e+02
1.581709111108622074e+09 -6.027000000000000135e-01 2.725699999999999932e+02
1.581709111207757950e+09 -6.021999999999999575e-01 2.725699999999999932e+02
1.581709111303914070e+09 -6.022999999999999465e-01 2.725699999999999932e+02
1.581709111421679974e+09 -6.022999999999999465e-01 2.725699999999999932e+02
1.581709111520751953e+09 -6.020999999999999686e-01 2.725699999999999932e+02
1.581709111620723963e+09 -6.021999999999999575e-01 2.725699999999999932e+02
1.581709111719750881e+09 -6.019999999999999796e-01 2.725699999999999932e+02
1.581709111815846920e+09 -6.020999999999999686e-01 2.725699999999999932e+02
1.581709111919498920e+09 -6.019999999999999796e-01 2.725699999999999932e+02
1.581709112018688917e+09 -6.020999999999999686e-01 2.725699999999999932e+02
1.581709112118735075e+09 -6.020999999999999686e-01 2.725699999999999932e+02
1.581709112232701063e+09 -6.019999999999999796e-01 2.725699999999999932e+02
1.581709112331609964e+09 -6.020999999999999686e-01 2.725699999999999932e+02
1.581709112431636095e+09 -6.019999999999999796e-01 2.725699999999999932e+02
1.581709112526001930e+09 -6.021999999999999575e-01 2.725799999999999841e+02
1.581709112630829096e+09 -6.020999999999999686e-01 2.725799999999999841e+02
1.581709112730663061e+09 -6.019999999999999796e-01 2.725799999999999841e+02
1.581709112829602003e+09 -6.021999999999999575e-01 2.725799999999999841e+02
1.581709112929641962e+09 -6.020999999999999686e-01 2.725799999999999841e+02
1.581709113024763107e+09 -6.019999999999999796e-01 2.725799999999999841e+02
1.581709113128446102e+09 -6.025000000000000355e-01 2.725799999999999841e+02
1.581709113242625952e+09 -6.024000000000000465e-01 2.725799999999999841e+02
1.581709113341660023e+09 -6.022999999999999465e-01 2.725799999999999841e+02
1.581709113441488028e+09 -6.024000000000000465e-01 2.725799999999999841e+02
1.581709113541630030e+09 -6.021999999999999575e-01 2.725799999999999841e+02
1.581709113641681910e+09 -6.021999999999999575e-01 2.725799999999999841e+02
1.581709113735704899e+09 -6.021999999999999575e-01 2.725799999999999841e+02
1.581709113840549946e+09 -6.022999999999999465e-01 2.725899999999999750e+02
1.581709113935254097e+09 -6.025000000000000355e-01 2.725899999999999750e+02
1.581709114035105944e+09 -6.022999999999999465e-01 2.725899999999999750e+02
1.581709114134777069e+09 -6.018000000000000016e-01 2.725899999999999750e+02
1.581709114251168966e+09 -6.019999999999999796e-01 2.725899999999999750e+02
1.581709114350940943e+09 -6.019999999999999796e-01 2.725899999999999750e+02
1.581709114451574087e+09 -6.020999999999999686e-01 2.725899999999999750e+02
1.581709114550462961e+09 -6.019999999999999796e-01 2.725899999999999750e+02
1.581709114650233030e+09 -6.019999999999999796e-01 2.725899999999999750e+02
1.581709114749986887e+09 -6.017000000000000126e-01 2.725899999999999750e+02
1.581709114849771976e+09 -6.018999999999999906e-01 2.725899999999999750e+02
1.581709114949495077e+09 -6.016000000000000236e-01 2.725899999999999750e+02
1.581709115045393944e+09 -6.016000000000000236e-01 2.725899999999999750e+02
1.581709115146384954e+09 -6.019999999999999796e-01 2.725899999999999750e+02
1.581709115262490034e+09 -6.021999999999999575e-01 2.725899999999999750e+02
1.581709115357840061e+09 -6.018999999999999906e-01 2.725899999999999750e+02
1.581709115457704067e+09 -6.017000000000000126e-01 2.725899999999999750e+02
1.581709115561419010e+09 -6.018999999999999906e-01 2.725899999999999750e+02
1.581709115660872936e+09 -6.030999999999999694e-01 2.725899999999999750e+02
1.581709115760396957e+09 -6.011999999999999567e-01 2.725899999999999750e+02
1.581709115855524063e+09 -6.020999999999999686e-01 2.726000000000000227e+02
1.581709115960503101e+09 -6.018999999999999906e-01 2.726000000000000227e+02
1.581709116059417009e+09 -6.019999999999999796e-01 2.726000000000000227e+02
1.581709116159562111e+09 -6.018999999999999906e-01 2.726000000000000227e+02
1.581709116273219109e+09 -6.018000000000000016e-01 2.726000000000000227e+02
1.581709116372343063e+09 -6.018999999999999906e-01 2.726000000000000227e+02
1.581709116472377062e+09 -6.020999999999999686e-01 2.726000000000000227e+02
1.581709116571388006e+09 -6.018999999999999906e-01 2.726000000000000227e+02
1.581709116671344042e+09 -6.020999999999999686e-01 2.726000000000000227e+02
1.581709116771359921e+09 -6.019999999999999796e-01 2.726000000000000227e+02
1.581709116870371103e+09 -6.021999999999999575e-01 2.726000000000000227e+02
1.581709116967685938e+09 -6.018999999999999906e-01 2.726000000000000227e+02
1.581709117069278002e+09 -6.018000000000000016e-01 2.726000000000000227e+02
1.581709117183131933e+09 -6.019999999999999796e-01 2.726000000000000227e+02
1.581709117283087015e+09 -6.018000000000000016e-01 2.726000000000000227e+02
1.581709117382567883e+09 -6.018000000000000016e-01 2.726000000000000227e+02
1.581709117479496002e+09 -6.019999999999999796e-01 2.726000000000000227e+02
1.581709117581186056e+09 -6.022999999999999465e-01 2.726000000000000227e+02
1.581709117680764914e+09 -6.021999999999999575e-01 2.726000000000000227e+02
1.581709117781245947e+09 -6.020999999999999686e-01 2.726000000000000227e+02
1.581709117881207943e+09 -6.018999999999999906e-01 2.726000000000000227e+02
1.581709117975636005e+09 -6.022999999999999465e-01 2.726000000000000227e+02
1.581709118092041969e+09 -6.020999999999999686e-01 2.726000000000000227e+02
1.581709118191806078e+09 -6.021999999999999575e-01 2.726000000000000227e+02
1.581709118291558981e+09 -6.020999999999999686e-01 2.726000000000000227e+02
1.581709118391324997e+09 -6.021999999999999575e-01 2.726000000000000227e+02
1.581709118491090059e+09 -6.020999999999999686e-01 2.726000000000000227e+02
1.581709118590866089e+09 -6.021999999999999575e-01 2.726100000000000136e+02
1.581709118690619946e+09 -6.020999999999999686e-01 2.726100000000000136e+02
1.581709118790354967e+09 -6.024000000000000465e-01 2.726100000000000136e+02
1.581709118890152931e+09 -6.022999999999999465e-01 2.726100000000000136e+02
1.581709118989923000e+09 -6.020999999999999686e-01 2.726100000000000136e+02
1.581709119099728107e+09 -6.020999999999999686e-01 2.726100000000000136e+02
1.581709119204366922e+09 -6.024000000000000465e-01 2.726100000000000136e+02
1.581709119304172993e+09 -6.020999999999999686e-01 2.726100000000000136e+02
1.581709119403079987e+09 -6.020999999999999686e-01 2.726100000000000136e+02
1.581709119503125906e+09 -6.020999999999999686e-01 2.726100000000000136e+02
1.581709119602149010e+09 -6.019999999999999796e-01 2.726100000000000136e+02
1.581709119702053070e+09 -6.019999999999999796e-01 2.726100000000000136e+02
1.581709119802014112e+09 -6.019999999999999796e-01 2.726100000000000136e+02
1.581709119900876999e+09 -6.022999999999999465e-01 2.726100000000000136e+02
1.581709120001028061e+09 -6.022999999999999465e-01 2.726100000000000136e+02
1.581709120114094019e+09 -6.018999999999999906e-01 2.726100000000000136e+02
1.581709120214020967e+09 -6.022999999999999465e-01 2.726100000000000136e+02
1.581709120314147949e+09 -6.021999999999999575e-01 2.726100000000000136e+02
1.581709120413150072e+09 -6.020999999999999686e-01 2.726100000000000136e+02
1.581709120512983084e+09 -6.019999999999999796e-01 2.726100000000000136e+02
1.581709120612102985e+09 -6.018000000000000016e-01 2.726100000000000136e+02
1.581709120711910963e+09 -6.017000000000000126e-01 2.726100000000000136e+02
1.581709120812079906e+09 -6.020999999999999686e-01 2.726100000000000136e+02
1.581709120911147118e+09 -6.019999999999999796e-01 2.726100000000000136e+02
1.581709121025049925e+09 -6.020999999999999686e-01 2.726100000000000136e+02
