# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 80.3
# Calibrator used: YES
# Weather: very clear
# Units: microWatt
# Comments: sky dip 80 pizza
1.582316358237312078e+09 1.526000000000000134e-01 0.000000000000000000e+00
1.582316358328588963e+09 1.527000000000000024e-01 0.000000000000000000e+00
1.582316358427871943e+09 1.522000000000000020e-01 0.000000000000000000e+00
1.582316358527647972e+09 1.519000000000000072e-01 0.000000000000000000e+00
1.582316358627413034e+09 1.519000000000000072e-01 0.000000000000000000e+00
1.582316358727164984e+09 1.519999999999999962e-01 0.000000000000000000e+00
1.582316358826970100e+09 1.519000000000000072e-01 0.000000000000000000e+00
1.582316358926686049e+09 1.514999999999999958e-01 0.000000000000000000e+00
1.582316359043111086e+09 1.519999999999999962e-01 0.000000000000000000e+00
1.582316359142371893e+09 1.516000000000000125e-01 0.000000000000000000e+00
1.582316359241050959e+09 1.517000000000000015e-01 0.000000000000000000e+00
1.582316359342258930e+09 1.517999999999999905e-01 0.000000000000000000e+00
1.582316359441554070e+09 1.521000000000000130e-01 0.000000000000000000e+00
1.582316359539942980e+09 1.519000000000000072e-01 0.000000000000000000e+00
1.582316359640305042e+09 1.519000000000000072e-01 0.000000000000000000e+00
1.582316359740334034e+09 1.521000000000000130e-01 0.000000000000000000e+00
1.582316359854242086e+09 1.522000000000000020e-01 0.000000000000000000e+00
1.582316359953397989e+09 1.524000000000000077e-01 0.000000000000000000e+00
1.582316360052345037e+09 1.524000000000000077e-01 0.000000000000000000e+00
1.582316360151901960e+09 1.519999999999999962e-01 0.000000000000000000e+00
1.582316360252352953e+09 1.524000000000000077e-01 0.000000000000000000e+00
1.582316360351320028e+09 1.526000000000000134e-01 0.000000000000000000e+00
1.582316360451390028e+09 1.527999999999999914e-01 0.000000000000000000e+00
1.582316360550404072e+09 1.524999999999999967e-01 0.000000000000000000e+00
1.582316360650110960e+09 1.526000000000000134e-01 0.000000000000000000e+00
1.582316360764285088e+09 1.526000000000000134e-01 0.000000000000000000e+00
1.582316360863152981e+09 1.526000000000000134e-01 0.000000000000000000e+00
1.582316360960758924e+09 1.527000000000000024e-01 0.000000000000000000e+00
1.582316361058247089e+09 1.527000000000000024e-01 0.000000000000000000e+00
1.582316361162216902e+09 1.526000000000000134e-01 0.000000000000000000e+00
1.582316361256752014e+09 1.522999999999999909e-01 0.000000000000000000e+00
1.582316361356008053e+09 1.517999999999999905e-01 0.000000000000000000e+00
1.582316361460151911e+09 1.522999999999999909e-01 0.000000000000000000e+00
1.582316361559623003e+09 1.524999999999999967e-01 0.000000000000000000e+00
1.582316361653975964e+09 1.529000000000000081e-01 0.000000000000000000e+00
1.582316361768621922e+09 1.527999999999999914e-01 0.000000000000000000e+00
1.582316361869704962e+09 1.527999999999999914e-01 0.000000000000000000e+00
1.582316361970894098e+09 1.527999999999999914e-01 0.000000000000000000e+00
1.582316362069169044e+09 1.527999999999999914e-01 0.000000000000000000e+00
1.582316362168901920e+09 1.529000000000000081e-01 0.000000000000000000e+00
1.582316362268764019e+09 1.529000000000000081e-01 0.000000000000000000e+00
1.582316362368530035e+09 1.529000000000000081e-01 0.000000000000000000e+00
1.582316362469470024e+09 1.529000000000000081e-01 0.000000000000000000e+00
1.582316362580157042e+09 1.529999999999999971e-01 0.000000000000000000e+00
1.582316362683039904e+09 1.529999999999999971e-01 0.000000000000000000e+00
1.582316362782902956e+09 1.529999999999999971e-01 0.000000000000000000e+00
1.582316362877181053e+09 1.527999999999999914e-01 0.000000000000000000e+00
1.582316362982104063e+09 1.527999999999999914e-01 0.000000000000000000e+00
1.582316363081118107e+09 1.529000000000000081e-01 0.000000000000000000e+00
1.582316363181068897e+09 1.529999999999999971e-01 0.000000000000000000e+00
1.582316363281161070e+09 1.532000000000000028e-01 0.000000000000000000e+00
1.582316363393980980e+09 1.534000000000000086e-01 0.000000000000000000e+00
1.582316363493853092e+09 1.534000000000000086e-01 0.000000000000000000e+00
1.582316363590430975e+09 1.531000000000000139e-01 0.000000000000000000e+00
1.582316363688510895e+09 1.532000000000000028e-01 0.000000000000000000e+00
1.582316363791997910e+09 1.532000000000000028e-01 0.000000000000000000e+00
1.582316363891964912e+09 1.531000000000000139e-01 0.000000000000000000e+00
1.582316363991906881e+09 1.531000000000000139e-01 0.000000000000000000e+00
1.582316364090886116e+09 1.531000000000000139e-01 0.000000000000000000e+00
1.582316364189805984e+09 1.531000000000000139e-01 0.000000000000000000e+00
1.582316364303971052e+09 1.532000000000000028e-01 0.000000000000000000e+00
