# 
# Duration (in s): 10
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 45.1
# Calibrator used: YES
# Weather: very clear
# Units: microWatt
# Comments: pointing at sky (microwatt) pizza
1.581710101321971893e+09 -1.683000000000000052e-01 2.718700000000000045e+02
1.581710101448714972e+09 -1.680999999999999994e-01 2.718700000000000045e+02
1.581710101548679113e+09 -1.663999999999999924e-01 2.718700000000000045e+02
1.581710101647701979e+09 -1.642000000000000126e-01 2.718700000000000045e+02
1.581710101747822046e+09 -1.610999999999999932e-01 2.718700000000000045e+02
1.581710101846781015e+09 -1.618999999999999884e-01 2.718700000000000045e+02
1.581710101946731091e+09 -1.582000000000000073e-01 2.718700000000000045e+02
1.581710102044620037e+09 -1.527000000000000024e-01 2.718600000000000136e+02
1.581710102159882069e+09 -1.507999999999999896e-01 2.718700000000000045e+02
1.581710102255595922e+09 -1.539999999999999980e-01 2.718700000000000045e+02
1.581710102359601974e+09 -1.549999999999999989e-01 2.718600000000000136e+02
1.581710102458709955e+09 -1.645000000000000073e-01 2.718600000000000136e+02
1.581710102554891109e+09 -1.660999999999999976e-01 2.718600000000000136e+02
1.581710102654663086e+09 -1.660000000000000087e-01 2.718500000000000227e+02
1.581710102754420996e+09 -1.658999999999999919e-01 2.718600000000000136e+02
1.581710102854165077e+09 -1.668999999999999928e-01 2.718600000000000136e+02
1.581710102953919888e+09 -1.675000000000000100e-01 2.718600000000000136e+02
1.581710103070308924e+09 -1.676999999999999880e-01 2.718500000000000227e+02
1.581710103170069933e+09 -1.680000000000000104e-01 2.718500000000000227e+02
1.581710103269763947e+09 -1.681999999999999884e-01 2.718500000000000227e+02
1.581710103369620085e+09 -1.680999999999999994e-01 2.718500000000000227e+02
1.581710103468578100e+09 -1.685999999999999999e-01 2.718399999999999750e+02
1.581710103564616919e+09 -1.680999999999999994e-01 2.718399999999999750e+02
1.581710103663985968e+09 -1.680000000000000104e-01 2.718500000000000227e+02
1.581710103767823935e+09 -1.678000000000000047e-01 2.718399999999999750e+02
1.581710103867744923e+09 -1.670000000000000095e-01 2.718399999999999750e+02
1.581710103981626034e+09 -1.663000000000000034e-01 2.718399999999999750e+02
1.581710104080620050e+09 -1.661999999999999866e-01 2.718399999999999750e+02
1.581710104180547953e+09 -1.666999999999999871e-01 2.718399999999999750e+02
1.581710104279594898e+09 -1.675000000000000100e-01 2.718399999999999750e+02
1.581710104379564047e+09 -1.685000000000000109e-01 2.718399999999999750e+02
1.581710104479660034e+09 -1.688000000000000056e-01 2.718399999999999750e+02
1.581710104578603029e+09 -1.688000000000000056e-01 2.718399999999999750e+02
1.581710104678447008e+09 -1.685999999999999999e-01 2.718399999999999750e+02
1.581710104773454905e+09 -1.665999999999999981e-01 2.718399999999999750e+02
1.581710104877517939e+09 -1.670000000000000095e-01 2.718399999999999750e+02
1.581710104991489887e+09 -1.675999999999999990e-01 2.718399999999999750e+02
1.581710105091299057e+09 -1.678000000000000047e-01 2.718299999999999841e+02
1.581710105190542936e+09 -1.678000000000000047e-01 2.718299999999999841e+02
1.581710105290508032e+09 -1.678000000000000047e-01 2.718299999999999841e+02
1.581710105389403105e+09 -1.678000000000000047e-01 2.718299999999999841e+02
1.581710105489533901e+09 -1.678999999999999937e-01 2.718299999999999841e+02
1.581710105589364052e+09 -1.678999999999999937e-01 2.718299999999999841e+02
1.581710105688458920e+09 -1.678999999999999937e-01 2.718299999999999841e+02
1.581710105788439989e+09 -1.680000000000000104e-01 2.718299999999999841e+02
1.581710105902435064e+09 -1.680999999999999994e-01 2.718199999999999932e+02
1.581710105996709108e+09 -1.678999999999999937e-01 2.718199999999999932e+02
1.581710106096493006e+09 -1.680000000000000104e-01 2.718199999999999932e+02
1.581710106196268082e+09 -1.680999999999999994e-01 2.718199999999999932e+02
1.581710106296004057e+09 -1.681999999999999884e-01 2.718199999999999932e+02
1.581710106395775080e+09 -1.681999999999999884e-01 2.718199999999999932e+02
1.581710106495553017e+09 -1.688000000000000056e-01 2.718199999999999932e+02
1.581710106595304966e+09 -1.686999999999999889e-01 2.718100000000000023e+02
1.581710106695055962e+09 -1.686999999999999889e-01 2.718100000000000023e+02
1.581710106811423063e+09 -1.693999999999999950e-01 2.718100000000000023e+02
1.581710106911190987e+09 -1.693999999999999950e-01 2.718100000000000023e+02
1.581710107010152102e+09 -1.693999999999999950e-01 2.718100000000000023e+02
1.581710107110722065e+09 -1.693000000000000060e-01 2.718100000000000023e+02
1.581710107210477114e+09 -1.691999999999999893e-01 2.718100000000000023e+02
1.581710107310221910e+09 -1.691000000000000003e-01 2.718100000000000023e+02
1.581710107410073042e+09 -1.691000000000000003e-01 2.718100000000000023e+02
1.581710107508928061e+09 -1.691000000000000003e-01 2.718100000000000023e+02
1.581710107609256983e+09 -1.690000000000000113e-01 2.718100000000000023e+02
1.581710107723298073e+09 -1.690000000000000113e-01 2.718100000000000023e+02
1.581710107822164059e+09 -1.691000000000000003e-01 2.718100000000000023e+02
1.581710107922214985e+09 -1.691000000000000003e-01 2.718000000000000114e+02
1.581710108022166014e+09 -1.690000000000000113e-01 2.718000000000000114e+02
1.581710108121206045e+09 -1.691000000000000003e-01 2.718000000000000114e+02
1.581710108221194983e+09 -1.690000000000000113e-01 2.718000000000000114e+02
1.581710108320302010e+09 -1.690000000000000113e-01 2.718000000000000114e+02
1.581710108420432091e+09 -1.685000000000000109e-01 2.718000000000000114e+02
1.581710108520360947e+09 -1.675000000000000100e-01 2.718000000000000114e+02
1.581710108633182049e+09 -1.683999999999999941e-01 2.718000000000000114e+02
1.581710108733084917e+09 -1.683000000000000052e-01 2.718000000000000114e+02
1.581710108833347082e+09 -1.686999999999999889e-01 2.718000000000000114e+02
1.581710108932126045e+09 -1.686999999999999889e-01 2.718000000000000114e+02
1.581710109032141924e+09 -1.681999999999999884e-01 2.718000000000000114e+02
1.581710109131140947e+09 -1.675000000000000100e-01 2.718000000000000114e+02
1.581710109230983019e+09 -1.686999999999999889e-01 2.717900000000000205e+02
1.581710109331232071e+09 -1.691000000000000003e-01 2.718000000000000114e+02
1.581710109430110931e+09 -1.690000000000000113e-01 2.718000000000000114e+02
1.581710109530055046e+09 -1.693999999999999950e-01 2.718000000000000114e+02
1.581710109644013882e+09 -1.688999999999999946e-01 2.718000000000000114e+02
1.581710109743087053e+09 -1.693000000000000060e-01 2.717900000000000205e+02
1.581710109842931986e+09 -1.668000000000000038e-01 2.717900000000000205e+02
1.581710109937354088e+09 -1.469999999999999918e-01 2.717900000000000205e+02
1.581710110042114973e+09 -1.535999999999999865e-01 2.717900000000000205e+02
1.581710110141943932e+09 -1.661999999999999866e-01 2.717900000000000205e+02
1.581710110236643076e+09 -1.650999999999999968e-01 2.717900000000000205e+02
1.581710110336412907e+09 -1.691000000000000003e-01 2.718000000000000114e+02
1.581710110436196089e+09 -1.683000000000000052e-01 2.717900000000000205e+02
1.581710110552568913e+09 -1.685999999999999999e-01 2.717900000000000205e+02
1.581710110652340889e+09 -1.668000000000000038e-01 2.718000000000000114e+02
1.581710110752109051e+09 -1.686999999999999889e-01 2.718000000000000114e+02
1.581710110851831913e+09 -1.622000000000000108e-01 2.718000000000000114e+02
1.581710110951610088e+09 -1.670000000000000095e-01 2.717900000000000205e+02
1.581710111051363945e+09 -1.685999999999999999e-01 2.718000000000000114e+02
1.581710111151123047e+09 -1.685999999999999999e-01 2.718000000000000114e+02
1.581710111250890017e+09 -1.683999999999999941e-01 2.718000000000000114e+02
