# 
# Duration (in s): 10
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 80.2
# Calibrator used: YES
# Weather: very clear
# Units: microWatt
# Comments: pointing at sky pizza
1.581712723268981934e+09 -1.695000000000000118e-01 2.704300000000000068e+02
1.581712723395509958e+09 -1.695000000000000118e-01 2.704300000000000068e+02
1.581712723494570971e+09 -1.696000000000000008e-01 2.704300000000000068e+02
1.581712723590346098e+09 -1.696000000000000008e-01 2.704300000000000068e+02
1.581712723694539070e+09 -1.696000000000000008e-01 2.704300000000000068e+02
1.581712723793653011e+09 -1.696000000000000008e-01 2.704300000000000068e+02
1.581712723893625975e+09 -1.696000000000000008e-01 2.704300000000000068e+02
1.581712723992600918e+09 -1.696999999999999897e-01 2.704300000000000068e+02
1.581712724092478991e+09 -1.698000000000000065e-01 2.704300000000000068e+02
1.581712724206676960e+09 -1.698000000000000065e-01 2.704399999999999977e+02
1.581712724306569099e+09 -1.698000000000000065e-01 2.704399999999999977e+02
1.581712724405597925e+09 -1.698999999999999955e-01 2.704399999999999977e+02
1.581712724505532026e+09 -1.698999999999999955e-01 2.704399999999999977e+02
1.581712724604525089e+09 -1.698000000000000065e-01 2.704399999999999977e+02
1.581712724704514027e+09 -1.698999999999999955e-01 2.704399999999999977e+02
1.581712724804490089e+09 -1.698000000000000065e-01 2.704399999999999977e+02
1.581712724903554916e+09 -1.698000000000000065e-01 2.704399999999999977e+02
1.581712725003448009e+09 -1.698000000000000065e-01 2.704399999999999977e+02
1.581712725102533102e+09 -1.696999999999999897e-01 2.704399999999999977e+02
1.581712725212305069e+09 -1.696999999999999897e-01 2.704399999999999977e+02
1.581712725312067986e+09 -1.696999999999999897e-01 2.704399999999999977e+02
1.581712725411833048e+09 -1.698000000000000065e-01 2.704399999999999977e+02
1.581712725511586905e+09 -1.696999999999999897e-01 2.704399999999999977e+02
1.581712725611326933e+09 -1.696999999999999897e-01 2.704399999999999977e+02
1.581712725711112022e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712725810846090e+09 -1.696000000000000008e-01 2.704399999999999977e+02
1.581712725910621881e+09 -1.696000000000000008e-01 2.704399999999999977e+02
1.581712726010353088e+09 -1.696999999999999897e-01 2.704399999999999977e+02
1.581712726110141993e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712726226463079e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712726326317072e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712726426170111e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712726520617962e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712726620372057e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712726724426985e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712726820621014e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712726924535036e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712727022593021e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712727118678093e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712727232573032e+09 -1.698999999999999955e-01 2.704499999999999886e+02
1.581712727336381912e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712727432539940e+09 -1.698999999999999955e-01 2.704499999999999886e+02
1.581712727535444975e+09 -1.698999999999999955e-01 2.704499999999999886e+02
1.581712727631970882e+09 -1.698999999999999955e-01 2.704499999999999886e+02
1.581712727735519886e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712727834379911e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712727934384108e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712728033302069e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712728131428957e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712728244554996e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712728347172976e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712728442859888e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712728541244030e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712728644961119e+09 -1.695000000000000118e-01 2.704499999999999886e+02
1.581712728740426064e+09 -1.695000000000000118e-01 2.704499999999999886e+02
1.581712728845499039e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712728944228888e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712729055398941e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712729152923107e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712729252599955e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712729353662968e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712729457370996e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712729551995039e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712729651829004e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712729750952959e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712729851203918e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712729949410915e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712730067401886e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712730167186022e+09 -1.698000000000000065e-01 2.704499999999999886e+02
1.581712730262989998e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712730366847038e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712730464893103e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712730561582088e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712730665435076e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712730764830112e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712730865093946e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712730959666967e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712731078094959e+09 -1.696000000000000008e-01 2.704499999999999886e+02
1.581712731178184986e+09 -1.695000000000000118e-01 2.704499999999999886e+02
1.581712731273952007e+09 -1.696999999999999897e-01 2.704399999999999977e+02
1.581712731377094984e+09 -1.695000000000000118e-01 2.704499999999999886e+02
1.581712731476948977e+09 -1.695000000000000118e-01 2.704499999999999886e+02
1.581712731570703030e+09 -1.695000000000000118e-01 2.704399999999999977e+02
1.581712731675242901e+09 -1.695000000000000118e-01 2.704499999999999886e+02
1.581712731775841951e+09 -1.696999999999999897e-01 2.704499999999999886e+02
1.581712731875055075e+09 -1.695000000000000118e-01 2.704499999999999886e+02
