# 
# Duration (in s): 60
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 89.8
# Calibrator used: YES
# Weather: very clear
# Units: tenth microWatt
# Comments: sky dip 90
1.582319977435750008e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319977557961941e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319977657978058e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319977756800890e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319977856915951e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319977956000090e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319978055798054e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319978154809952e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319978253993034e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319978367885113e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319978467809916e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319978566818953e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319978666631937e+09 4.618999999999999773e-01 0.000000000000000000e+00
1.582319978765737057e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319978865684986e+09 4.618999999999999773e-01 0.000000000000000000e+00
1.582319978964683056e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319979064713001e+09 4.615000000000000213e-01 0.000000000000000000e+00
1.582319979174649954e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319979274166107e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319979372100115e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319979476092100e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319979570538044e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319979671150923e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319979771063089e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319979884375095e+09 4.613999999999999768e-01 0.000000000000000000e+00
1.582319979987205982e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319980086828947e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319980186753035e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319980286602020e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319980385605097e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319980480684996e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319980584554911e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319980684736013e+09 4.615000000000000213e-01 0.000000000000000000e+00
1.582319980794171095e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319980897553921e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319980996536016e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319981096456051e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319981195491076e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319981295501947e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319981389451981e+09 4.616000000000000103e-01 0.000000000000000000e+00
1.582319981494528055e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319981607333899e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319981702718019e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319981801516056e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319981901246071e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319982000869989e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319982105420113e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319982204274893e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319982300810099e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319982414849043e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319982514609098e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319982614298105e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319982713992119e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319982813659906e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319982913590908e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319983013398886e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319983113066912e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319983228333950e+09 4.615000000000000213e-01 0.000000000000000000e+00
1.582319983327300072e+09 4.616999999999999993e-01 0.000000000000000000e+00
1.582319983423557043e+09 4.617999999999999883e-01 0.000000000000000000e+00
1.582319983526294947e+09 4.618999999999999773e-01 0.000000000000000000e+00
1.582319983625277996e+09 4.618999999999999773e-01 0.000000000000000000e+00
1.582319983725147963e+09 4.617999999999999883e-01 0.000000000000000000e+00
